,anime_id,title,type,source,episodes,rating,score,producer,studio,genre,release_season,is_licensed,nr_synonyms,min_duration,op_artists,ed_artists
119,14249,Ribbon no Kishi (1999),Movie,Unknown,1,G - All Ages,6.14,,,Adventure,Winter,False,0,8.0,,
120,18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,PG-13 - Teens 13 or older,7.5,"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",SANZIGEN,"Action, Sci-Fi, Seinen",Fall,True,1,24.0,Nano feat. MY FIRST STORY,"Nano feat. MY FIRST STORY,:, Trident (Mai Fuchigami, Manami Numakura, and Hibiki Yamamura)"
121,35334,ClassicaLoid 2nd Season,TV,Original,25,PG-13 - Teens 13 or older,6.47,"NHK, Bandai Namco Pictures",Sunrise,"Music, Comedy",Fall,True,0,24.0,,"Chisato feat. Miku,:, tofubeats feat. Ruka Endou and Rie Fujishiro,:, Schbert (Tomoaki Maeno),:, Daisuke Asakura feat. Yoko Ishida,:, Tomoyasu Hotei feat. Jasmine Rodgers,:, CLASKEY:KLASKY,:, Tomoyasu Hotei feat. Yuuji Kishi,:, Tomoyasu Hotei feat. Ayako Tanaka,:, Daisuke Asakura feat. Nami Tamaki,:, tofubeats,:, CLASKEY:KLASKY,:, Tomoyasu Hotei feat. Satoshi Hashimoto"
122,36755,Juvenile Pornography The Animation,OVA,Manga,1,Rx - Hentai,6.49,BOOTLEG,Office Takeout,Hentai,Winter,False,0,16.0,,
124,2632,Doraemon: Time Machine de Oshougatsu,Special,Unknown,1,PG - Children,6.84,Asatsu DK,,"Sci-Fi, Adventure, Comedy, Kids, Shounen",Winter,False,1,22.0,,
125,2199,Chirin no Suzu,Movie,Picture book,1,PG-13 - Teens 13 or older,7.17,,Sanrio,"Adventure, Drama, Fantasy",Spring,True,1,46.0,,
126,1286,MD Geist II: Death Force,OVA,Unknown,1,R+ - Mild Nudity,5.13,Nippon Columbia,Zero-G Room,"Mecha, Military, Sci-Fi",Spring,True,6,48.0,,
127,34561,Re:Creators,TV,Original,22,R - 17+ (violence & profanity),7.69,"Aniplex, Magic Capsule, Shogakukan, ABC Animation",TROYCA,"Action, Sci-Fi, Fantasy",Spring,True,0,24.0,SawanoHiroyuki[nZk]:Tielle & Gemie,"SawanoHiroyuki[nZk]:Tielle & Gemie,:, Aki Toyosaki"
128,515,Hajimari no Boukensha-tachi: Legend of Crystania,Movie,Unknown,1,PG-13 - Teens 13 or older,6.12,"Kadokawa Shoten, Victor Entertainment",Triangle Staff,"Action, Adventure, Fantasy, Magic, Supernatural",Summer,True,2,60.0,Hitomi Mieno,Hitomi Mieno
129,33907,Magical Music Train,Music,Music,1,G - All Ages,4.7,Toy&#039;s Factory,,Music,Summer,False,0,1.0,,
130,238,Rekka no Honoo,TV,Manga,42,PG-13 - Teens 13 or older,7.42,Fuji TV,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power",Summer,True,1,23.0,the OYSTARS,Hikaru Nishida
131,5990,Cosmic Fantasy: Ginga Mehyou no Wana,OVA,Game,1,PG-13 - Teens 13 or older,5.63,Tokuma Shoten,,"Action, Sci-Fi, Space, Comedy, Romance, Fantasy",Summer,False,1,42.0,,Minami Takayama
132,27989,Hibike! Euphonium,TV,Novel,13,PG-13 - Teens 13 or older,8.02,"Lantis, Pony Canyon, Rakuonsha",Kyoto Animation,"Music, School, Drama",Spring,True,1,23.0,TRUE,"Kitauji Quartet (北宇治カルテット) [Kumiko Oumae (Tomoyo Kurosawa), Hazuki Katou (Ayaka Asai), Sapphire Kawashima (Moe Toyota), Reina Kousaka (Chika Anzai)]"
133,36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,12,PG-13 - Teens 13 or older,8.85,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Winter,False,1,24.0,DISH//,BURNOUT SYNDROME
134,1200,Gun-dou Musashi,TV,Original,26,PG-13 - Teens 13 or older,6.06,TBS,ACC Production,"Adventure, Samurai, Fantasy",Spring,True,4,24.0,ULTRA BRAiN,kimeru
136,2769,Galactic Patrol Lensman,TV,Unknown,25,PG-13 - Teens 13 or older,6.49,"Tatsunoko Production, MK Pictures",Madhouse,"Action, Adventure, Sci-Fi",Fall,False,1,25.0,Eri Kojima,Yudai Suzuki
137,24031,Denki-gai no Honya-san,TV,Manga,12,PG-13 - Teens 13 or older,7.27,"Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",Shin-Ei Animation,"Comedy, Seinen, Slice of Life",Fall,True,2,23.0,Ayana Taketatsu,"denk!girls (Natsumi Takamori, Minami Tsuda, Ayana Taketatsu, Mai Aizawa)"
140,29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,Special,Unknown,1,PG-13 - Teens 13 or older,7.35,,Production I.G,"Comedy, Sports, School, Shounen",Winter,False,1,16.0,,
141,22839,Cross Road,Special,Original,1,G - All Ages,7.5,"The Answer Studio, CoMix Wave Films",,"Slice of Life, School",Winter,False,1,2.0,Nagi Yanagi,
142,10935,Hourou Musuko Specials,Special,Manga,2,PG-13 - Teens 13 or older,7.7,"Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fuji Pacific Music Publishing",AIC Classic,"Drama, School",Summer,True,3,23.0,Daisuke,Rie Fu
144,9880,Esper Mami: Hoshizora no Dancing Doll,Movie,Unknown,1,G - All Ages,6.16,,Shin-Ei Animation,"Fantasy, Shounen",Spring,False,1,41.0,,
146,14007,"Akai Shouzou: Char, Soshite Frontal e",Special,Unknown,1,PG-13 - Teens 13 or older,6.24,,Sunrise,"Drama, Mecha, Military, Sci-Fi, Shounen, Space",Summer,True,0,60.0,,
147,17147,Gakkatsu! 2nd Season,TV,Unknown,25,G - All Ages,6.5,NHK,Fanworks,"Comedy, School",Winter,False,1,5.0,,
149,22273,Selector Infected WIXOSS,TV,Card game,12,R - 17+ (violence & profanity),7.36,"Magic Capsule, Warner Bros., Showgate",J.C.Staff,"Game, Psychological",Spring,True,0,24.0,Kanon Wakeshima,Cyua
150,33885,Hane (2016),Music,Music,1,G - All Ages,5.68,,,Music,Winter,False,2,1.0,,
151,11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,TV,Manga,12,R+ - Mild Nudity,6.28,"Lantis, Cammot",LMD,"Comedy, Ecchi, School, Seinen, Shoujo Ai",Winter,False,1,6.0,"Youko Hisaka, Maaya Uchida, Ayana Taketatsu and Satomi Akesaka","Hisaka, Uchida, Taketatsu and Akesaka"
152,3232,Bannou Bunka Neko-Musume Specials,Special,Unknown,2,PG-13 - Teens 13 or older,6.61,Movic,Production Reed,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Summer,False,7,23.0,,
154,15771,Saint☆Oniisan (Movie),Movie,Manga,1,PG-13 - Teens 13 or older,7.94,"Aniplex, Kodansha, Toho",A-1 Pictures,"Comedy, Seinen, Slice of Life",Spring,True,2,60.0,,Gen Hoshino
155,1360,Makai Tenshi Djibril,OVA,Visual novel,4,Rx - Hentai,6.58,"Animac, JapanAnime",,Hentai,Fall,True,2,30.0,,Ultra
156,8986,Supernatural The Animation,OVA,Other,22,R - 17+ (violence & profanity),7.12,,Madhouse,"Action, Demons, Horror, Supernatural",Winter,True,1,24.0,,"Kansas (English),:, CNblue"
157,4590,Soukan Yuugi,OVA,Visual novel,2,Rx - Hentai,6.81,"Y.O.U.C, Media Blasters",,Hentai,Summer,True,0,30.0,,
158,3675,Andromeda Stories,Special,Manga,1,PG-13 - Teens 13 or older,5.97,,Toei Animation,"Action, Drama, Fantasy, Sci-Fi, Space",Summer,False,1,60.0,,STEVANY
159,33153,Houkago Initiation,OVA,Manga,2,Rx - Hentai,6.34,Media Bank,,Hentai,Summer,False,0,20.0,,
160,33337,ACCA: 13-ku Kansatsu-ka,TV,Manga,12,R - 17+ (violence & profanity),7.73,"Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",Madhouse,"Mystery, Police, Drama, Fantasy, Seinen",Winter,True,3,24.0,ONE III NOTES,Aira Yuuki
161,1396,Future GPX Cyber Formula: Early Days Renewal,OVA,Unknown,2,PG-13 - Teens 13 or older,6.48,,Sunrise,"Drama, Sci-Fi, Shounen, Sports",Spring,False,1,58.0,,
163,2687,Gokuu no Daibouken,TV,Unknown,39,G - All Ages,6.49,Fuji TV,Mushi Production,"Comedy, Fantasy",Winter,True,2,25.0,,
165,34350,Alice to Zouroku,TV,Manga,12,PG-13 - Teens 13 or older,7.2,"Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music &amp; Pictures, Sony PCL",J.C.Staff,"Adventure, Mystery, Seinen",Spring,True,0,23.0,ORESAMA,toi toy toi
166,36982,Micchiri Neko,TV,Web manga,13,G - All Ages,6.84,Frencel,helo.inc,"Comedy, Kids",Winter,True,2,3.0,,Inoue Yusuke (NON STYLE) & Yuriyan Retriever
167,534,Slayers,TV,Light novel,26,PG-13 - Teens 13 or older,7.85,"J.C.Staff, TV Tokyo, SoftX, TV Tokyo Music",E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy",Spring,True,2,22.0,Masami Okui and Megumi Hayashibara,Masami Okui and Megumi Hayashibara
168,32032,Seikaisuru Kado,TV,Original,12,PG-13 - Teens 13 or older,7.01,Kinoshita Group Holdings,Toei Animation,Sci-Fi,Spring,True,0,23.0,Saraka Tsukai starring Mao Ichimichi,HARUCA
169,30694,Dragon Ball Super,TV,Manga,131,PG-13 - Teens 13 or older,7.78,"Yomiko Advertising, Fuji TV",Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Summer,True,3,23.0,Kazuya Yoshii (吉井和哉),"Good Morning America,:, LACCO TOWER,:, Batten Shoujo-tai (ばってん少女隊),:, THE COLLECTORS (73-83),:, LACCO TOWER,:, ONEPIXCEL"
170,19889,Genshiken Nidaime Specials,Special,Unknown,4,R - 17+ (violence & profanity),6.92,Starchild Records,Production I.G,"Comedy, Parody, Slice of Life",Fall,False,2,3.0,,
171,988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,TV,Unknown,12,PG-13 - Teens 13 or older,6.28,T.P.O,"Group TAC, G&amp;G Entertainment","Action, Comedy, Historical, Military, Samurai",Spring,False,1,26.0,Hiromitsu Agatsuma,Kei Ogura
173,14355,Yama no Susume,TV,Manga,12,G - All Ages,6.82,Earth Star Entertainment,8bit,"Adventure, Slice of Life, Comedy",Winter,True,0,3.0,,Aoi (Yuka Iguchi) and Hinata (Kana Asumi)
174,11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,OVA,Visual novel,4,Rx - Hentai,7.56,,Majin,"Action, Fantasy, Hentai",Winter,False,0,30.0,,
175,35240,Princess Principal,TV,Original,12,R - 17+ (violence & profanity),7.71,"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music &amp; Pictures, Medicos Entertainment","Actas, Studio 3Hz","Action, Mystery, Historical",Summer,True,0,25.0,Void_Chords feat.MARU,"Ange (Ayaka Imamura), Princess (Akira Sekine), Dorothy (You Taichi), Beatrice (Akari Kageyama), Chise (Nozomi Furuki)"
176,10197,Nyanpire The Animation,TV,Manga,12,G - All Ages,6.78,,Gonzo,"Comedy, Supernatural, Vampire",Summer,False,0,4.0,,Asou Nyatsuko & Nyadain
177,15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,OVA,Visual novel,1,G - All Ages,6.57,"Lantis, Media Factory",Silver Link.,Music,Spring,False,0,26.0,,
178,1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,25,R - 17+ (violence & profanity),7.0,"Aniplex, Mainichi Broadcasting System",Bones,"Supernatural, Demons, Historical",Fall,True,2,20.0,Ikimonogakari,Porno Graffitti
180,10588,Persona 4 the Animation,TV,Game,25,PG-13 - Teens 13 or older,7.63,"Aniplex, Mainichi Broadcasting System, ASCII Media Works, Index",AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",Fall,True,1,25.0,"Shihoko Hirata,:, Rise Kujikawa (Rie Kugimiya),:, Yumi Kawamura","Shihoko Hirata,:, Loveline (Yui Horie),:, Shihoko Hirata"
181,6922,Fate/stay night Movie: Unlimited Blade Works,Movie,Visual novel,1,PG-13 - Teens 13 or older,7.53,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes, CREi",Studio Deen,"Action, Fantasy, Magic, Supernatural",Winter,True,3,60.0,Tainaka Sachi,Tainaka Sachi
183,35781,Boku dake no Hentai Kanojo The Animation,OVA,Manga,1,Rx - Hentai,6.26,,,Hentai,Summer,False,0,17.0,,
185,3254,Luv Wave,OVA,Visual novel,3,Rx - Hentai,6.09,Pink Pineapple,,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi",Spring,True,0,30.0,,Mayumi 1st with Mika Hazuki
186,4851,Lupin III: Seven Days Rhapsody,Special,Unknown,1,PG-13 - Teens 13 or older,7.13,VAP,TMS Entertainment,"Action, Adventure, Comedy, Seinen",Fall,False,1,60.0,Yuuji Oono,Miriya Katou
188,10627,Ski Jumping Pairs: Road to Torino 2006,Movie,Unknown,1,G - All Ages,4.89,,,"Sports, Comedy",Winter,False,2,4.0,,
190,13965,Thermae Romae x LOFT Collaboration,Special,Unknown,1,PG-13 - Teens 13 or older,6.1,,DLE,"Comedy, Historical, Seinen",,False,0,1.0,,
191,6702,Fairy Tail,TV,Manga,175,PG-13 - Teens 13 or older,8.08,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create","Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen",Fall,True,2,24.0,"FUNKIST,:, FUNKIST,:, Magic Party,:, Daisy X Daisy,:, Daisy x Daisy feat. Another Infinity,:, +Plus,:, GOING UNDER GROUND","Watarirouka Hashiri Tai,:, Shiho Nanba,:, Daisy X Daisy,:, ShaNa,:, Hi-Fi Camp,:, Another Infinity feat. Mayumi Morinaga,:, Shizuka Kudou"
194,19841,Super Seisyun Brothers,TV,Web manga,14,PG-13 - Teens 13 or older,6.93,AIC,AIC Plus+,"Comedy, Josei, Slice of Life",Fall,False,2,4.0,,Rokugen Alice (六弦アリス)
195,24641,Baku Ane: Otouto Shibocchau zo! The Animation,OVA,Visual novel,1,Rx - Hentai,7.5,Pink Pineapple,Seven,Hentai,Summer,False,0,33.0,,Takayuki Ohara (大原貴幸)
196,24021,Sei Shoujo The Animation,OVA,Visual novel,1,Rx - Hentai,6.85,Pink Pineapple,Office Takeout,Hentai,Summer,False,0,30.0,,Duca
197,4480,Ryoujoku Guerrilla Kari 3,OVA,Visual novel,2,Rx - Hentai,6.12,Suzuki Mirano,,Hentai,Winter,False,1,30.0,,
199,5199,Seto no Hanayome Fan Disc,Special,Manga,2,PG-13 - Teens 13 or older,7.18,AIC,Gonzo,"Comedy, Parody, School",Fall,False,0,6.0,,
200,22225,Momo Kyun Sword,TV,Light novel,12,R+ - Mild Nudity,5.66,flying DOG,"Project No.9, Tri-Slash","Comedy, Ecchi, Fantasy",Summer,True,0,24.0,Haruka Chisuga,Momoko (Ayana Taketatsu)
201,9442,Bust to Bust: Chichi wa Chichi ni,OVA,Manga,3,Rx - Hentai,6.77,"MS Pictures, AniMan",,Hentai,Fall,False,0,15.0,,
202,33274,Onara Gorou,TV,Original,13,PG - Children,5.62,,ILCA,Comedy,Summer,False,1,3.0,,ANDCRAZY
203,32484,A-Size Classmate,OVA,Manga,2,Rx - Hentai,5.97,Chippai,,Hentai,Winter,False,0,17.0,,
205,146,Kono Minikuku mo Utsukushii Sekai,TV,Original,12,R+ - Mild Nudity,6.87,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",Spring,True,0,24.0,Yoko Takahashi, Yoko Ishida
206,21267,Go! Go! 575,TV,Game,4,PG-13 - Teens 13 or older,5.72,"Sega, Half H.P Studio","C2C, Lay-duce",Slice of Life,Winter,False,0,3.0,Utayome 575 (うたよめ５７５),
207,36289,Daybreak Interlude,Music,Game,1,G - All Ages,7.12,,,Music,Fall,True,2,5.0,,
208,221,Mezzo Forte,OVA,Original,2,Rx - Hentai,6.72,Green Bunny,Arms,"Action, Comedy, Hentai, Sci-Fi",Spring,True,0,30.0,,
210,1483,Master Keaton,TV,Manga,24,R - 17+ (violence & profanity),7.7,"VAP, Shogakukan Productions",Madhouse,"Adventure, Mystery",Fall,True,1,23.0,Kuniaki Haishima,BLÜE
211,2343,Choujin Densetsu Urotsukidouji: Mirai-hen,OVA,Unknown,4,Rx - Hentai,5.94,,,"Fantasy, Hentai, Demons, Horror, Sci-Fi",Fall,True,1,48.0,,
212,32518,Shoujo kara Shoujo e...,OVA,Manga,2,Rx - Hentai,7.04,EDGE,BreakBottle,Hentai,Winter,False,0,16.0,,
213,1640,Angel&#039;s Feather,OVA,Visual novel,2,PG-13 - Teens 13 or older,5.58,,Venet,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",Spring,True,0,30.0,Kakihara Tetsuya & Hatano Wataru,Ishikawa Hideo & Suzuki Chihiro
214,35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",OVA,Manga,1,PG-13 - Teens 13 or older,6.9,,Silver Link.,"Action, School, Shounen",Fall,False,1,23.0,Miku Itou,"Tenga Goken [Rin Onigawara (Yuuki Takada), Mary Kikakujou (Sayaka Kitahara), Satori Tamada (Nozomi Nishida), Warabi Hanasaka (Rina Hidaka), Tsukuyo Inaba (Natsumi Hioka)]"
216,7082,Shugo Chara! Party!,TV,Manga,25,PG - Children,6.71,"TV Tokyo, Sotsu",Satelight,"Comedy, Magic, School, Shoujo",Fall,False,3,21.0,"Guardians 4,:, Shugo Chara Egg!","Buono!,:, Shugo Chara Egg!"
217,35952,Devilman Memorial,OVA,Manga,1,R - 17+ (violence & profanity),5.97,,Toei Animation,"Action, Horror, Demons, Supernatural",,False,0,59.0,,
218,10521,Working&#039;!!,TV,4-koma manga,13,PG-13 - Teens 13 or older,7.96,"Aniplex, Yomiuri Telecasting, Rakuonsha",A-1 Pictures,"Slice of Life, Comedy, Romance",Fall,True,1,24.0,"Popura Taneshima, Mahiru Inami, and Yachiyo Todoroki (Kana Asumi, Saki Fujita and Eri Kitamura)","Popura Taneshima, Mahiru Inami, and Yachiyo Todoroki (Kana Asumi, Saki Fujita and Eri Kitamura)"
219,3335,Haikara-san ga Tooru,TV,Manga,42,PG-13 - Teens 13 or older,7.37,Asahi Broadcasting,Nippon Animation,"Slice of Life, Romance, Historical, Drama, Shoujo",Summer,True,5,24.0,Shousuke Sekita,Shousuke Sekita
220,3540,Henbou Moral Hazard,OVA,Unknown,1,Rx - Hentai,4.67,Obtain Future,,Hentai,Spring,False,1,30.0,,
222,5993,Samayou Midara na Lunatics,OVA,Visual novel,2,Rx - Hentai,6.45,"Pixy, Studio 9 MAiami, Anime Antenna Iinkai",,Hentai,Winter,False,0,30.0,,Electric Plankton (エレキプランクトン)
224,2710,Nintama Rantarou Movie,Movie,Unknown,1,G - All Ages,6.64,,Ajia-Do,"Comedy, Shounen",Summer,False,1,45.0,Hikaru GENJI SUPER5,SAY・S & Nintama Family
225,594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Special,Manga,1,PG-13 - Teens 13 or older,6.84,,Studio Pierrot,"Action, Adventure, Comedy, Shounen, Super Power",Winter,True,3,40.0,Jeremy Sweet & Ian Nickus (English Version),Toshiro Masuda
226,23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,TV,Unknown,13,PG-13 - Teens 13 or older,5.71,"Kadokawa Shoten, DAX Production","Studio Deen, Studio Hibari",Comedy,Spring,False,2,2.0,,Ibuki Kido and Erii Yamazaki
227,2520,Dragon Ball Specials,Special,Manga,2,PG - Children,6.91,,Toei Animation,"Fantasy, Comedy, Super Power, Shounen",Summer,True,4,12.0,,
230,4130,Petit Eva: Evangelion@School,ONA,Original,24,G - All Ages,5.91,"Bandai Visual, Bandai Channel","Xebec, Kanaban Graphics","Comedy, Parody, School",Spring,False,5,3.0,,
231,1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Special,Unknown,1,PG-13 - Teens 13 or older,7.55,,Sunrise,Shounen,Spring,False,3,60.0,sex MACHINGUNS,TM Network
232,27727,Binan Koukou Chikyuu Boueibu LOVE!,TV,Original,12,PG-13 - Teens 13 or older,7.05,"Sotsu, Pony Canyon",Diomedea,"Slice of Life, Comedy, Parody, Magic, School",Winter,True,0,24.0,"Chikyuu Bouei-bu (Kazutomi Yamamoto, Yuuichirou Umehara, Toshiki Masuda, Koutarou Nishiyama, Yuusuke Shirai)","Chikyuu Bouei-bu (Kazutomi Yamamoto, Yuuichirou Umehara, Toshiki Masuda, Koutarou Nishiyama, Yuusuke Shirai)"
233,25461,Tatamp,Movie,Unknown,1,G - All Ages,5.24,Mirai Film,,Music,,False,0,6.0,,
235,2617,Ghiblies,Special,Original,2,PG - Children,6.57,,Studio Ghibli,Comedy,Spring,False,0,18.0,,
236,33094,WWW.Working!!,TV,Web manga,13,PG-13 - Teens 13 or older,7.55,"Aniplex, Yomiuri Telecasting, Lawson",A-1 Pictures,"Slice of Life, Comedy",Fall,True,0,23.0,"Hana Miyakoshi (Haruka Tomatsu), Sayuri Muranushi (Yoko Hikasa), Shiho Kamakura (Sora Amamiya)","Daisuke Higashida (Yuuichi Nakamura), Masahiro Adachi (Kouki Uchyama), Yuuta Shindou (Kensho Ono)"
237,31309,Balloon,ONA,Original,1,G - All Ages,5.04,,,Dementia,,False,0,0.9166666666666666,,
238,33808,Girlfriend (Note),ONA,Game,3,G - All Ages,6.22,,,"Music, School",Fall,True,1,10.0,nonet,Neuron Cream Soft
240,8373,Shin Mitsubachi Maya no Bouken,TV,Unknown,52,G - All Ages,6.39,,Nippon Animation,"Adventure, Comedy",Fall,False,1,25.0,,
241,209,R.O.D the TV,TV,Light novel,26,PG-13 - Teens 13 or older,7.61,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",Fall,True,6,25.0,,kazami with Home Grown
243,30065,Osamishi Tani no Wakare Uta,Movie,Original,1,G - All Ages,5.29,,,"Music, Historical",,False,0,3.0,,
244,19669,Kuroko no Basket: Baka ja Katenai no yo!,OVA,Unknown,1,PG-13 - Teens 13 or older,7.7,,Production I.G,"Sports, Comedy, School, Shounen",Winter,True,3,23.0,,GRANRODEO
245,30721,Hacka Doll The Animation,TV,Other,13,PG-13 - Teens 13 or older,6.51,"Nihon Ad Systems, AT-X, KlockWorx, Trigger, DIVE II Entertainment, Good Smile Company, Avex Pictures, DeNA, Ichijinsha",Creators in Pack,"Comedy, Sci-Fi",Fall,True,1,7.0,"Hacka Doll (Miyu Takagi, Kaya Okuno, Nanami Yamashita)","Hacka Doll (Miyu Takagi, Kaya Okuno, Nanami Yamashita),:, Hacka Doll No. 2 (Kaya Okuno)"
246,28369,Dr. Slump: Arale-chan Specials,Special,Manga,2,PG-13 - Teens 13 or older,6.36,,Toei Animation,"Sci-Fi, Comedy, Shounen",Fall,False,3,24.0,,
247,10823,Ranma ½: 1994 Music Calendar,OVA,Unknown,1,PG-13 - Teens 13 or older,6.79,,,"Slice of Life, Martial Arts, Comedy",,False,1,20.0,,
248,9509,Yami no Purple Eye,Music,Manga,1,PG-13 - Teens 13 or older,5.0,Youmex,Toei Animation,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",,True,0,31.0,,
249,13047,Anime Koukyoushi: Jungle Taitei,OVA,Unknown,1,G - All Ages,6.73,Tezuka Productions,Madhouse,"Adventure, Kids, Shounen",Spring,False,0,51.0,,
250,2689,Akai Koudan Zillion: Utahime Yakyoku,Special,Unknown,1,PG-13 - Teens 13 or older,6.01,,Production I.G,"Sci-Fi, Adventure",Summer,True,1,45.0,Risa Yuuki,Risa Yuuki
254,7953,Defend Love,Music,Unknown,1,G - All Ages,6.0,,"Sunrise, Telecom Animation Film","Adventure, Fantasy, Magic, Mecha, Romance, Super Power, Supernatural, Music, Sci-Fi",Winter,False,1,5.0,,
255,3844,Apache Yakyuugun,TV,Manga,26,G - All Ages,6.07,,Toei Animation,"Action, Sports, School",Fall,True,0,25.0,Eiko Hayashi (林恵々子),Shinpei Sakamoto
257,7593,Kiss x Sis (TV),TV,Manga,12,R+ - Mild Nudity,6.97,Starchild Records,feel.,"Harem, Comedy, Romance, Ecchi, School, Seinen",Spring,False,2,24.0,Taketatsu Ayana & Tatsumi Yuiko,YuiKaori
260,7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,OVA,Visual novel,3,Rx - Hentai,7.53,"Milky Animation Label, MS Pictures",Studio Eromatick,"Harem, Hentai",Winter,True,0,29.0,,
261,30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,Special,Manga,1,PG-13 - Teens 13 or older,6.03,,Toei Animation,"Comedy, Sci-Fi, Shounen",Fall,False,0,24.0,Dr. Slump All Stars,
263,5154,Kanzen Mushusei: Sorezore no Houkago,OVA,Unknown,1,Rx - Hentai,5.46,Five Ways,,"Hentai, School",Fall,False,0,30.0,,
265,1388,Yakin Byoutou Ni,OVA,Visual novel,5,Rx - Hentai,6.3,"D3, Discovery",AT-2,Hentai,Summer,False,3,30.0,Ai Kodoma,Ren Nanase
266,22,Tennis no Ouji-sama,TV,Manga,178,PG-13 - Teens 13 or older,8.01,"Production I.G, Nihon Ad Systems",Trans Arts,"Action, Comedy, Sports, School, Shounen",Fall,True,0,22.0,"Hiro-X,:, Kimeru (male version), hisoca (female version),:, Toshihiko Matsunaga,:, Yuki Shirai","Kimeru,:, Masataka Fujishige,:, Fureai,:, Pull Tab to Can"
267,2953,Egao,Music,Original,1,G - All Ages,6.66,,,"Music, Slice of Life, Kids",Spring,False,2,2.0,,
268,32219,Raldessia Chronicles,ONA,Game,1,G - All Ages,5.38,DeNA,,"Action, Adventure",Spring,True,0,0.7666666666666667,,
269,1016,Gunnm,OVA,Manga,2,R+ - Mild Nudity,7.22,"Animate Film, Movic",Madhouse,"Drama, Mecha, Sci-Fi, Shounen",Summer,True,4,30.0,,Kaori Akima
271,6822,Ukkari Pénélope (2009),TV,Unknown,26,G - All Ages,6.15,NHK,Nippon Animation,"Comedy, Slice of Life",Summer,False,5,5.0,,
272,2051,Akai Kiba: Blue Sonnet,OVA,Manga,5,R+ - Mild Nudity,6.09,"Mushi Production, Nippon Television Network",Tatsunoko Production,"Action, Drama, Sci-Fi, Shoujo, Super Power",Summer,True,2,29.0,Go!,GO!
274,11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,Music,Unknown,1,PG-13 - Teens 13 or older,6.62,,Manglobe,Music,Fall,False,1,2.0,,
275,7155,Beat Shot!!,OVA,Manga,1,Rx - Hentai,5.55,"AIC, Magic Bus",Gainax,Sports,Spring,True,0,27.0,,
